Document_ID,Node_ID,Node_Label,Sanitized_Concept,Context,Definition,Example,Learning_Objective,Skill_Level,Time_Estimate,Difficulty,Priority,Prerequisites,Semantic_Tags,Focused_Semantic_Tags,Key_Property_1,Value_1,Original_Node_ID,Key_Property_2,Value_2,Key_Property_3,Value_3,Key_Property_4,Value_4,Key_Property_5,Value_5
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:mean,Concept,mean,data_preprocessing,"The arithmetic average of a set of values, calculated as the sum of the values divided by the number of values.","For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, the mean is 58.",Calculate the mean of a dataset.,Apply,15,STANDARD,4,DATA_PRE_PROCESSING_Not Available,arithmetic_mean;average;business_intelligence;central_tendency;data_analysis;data_science;descriptive_statistics;expected_value;finance;forecasting;machine_learning;mathematics;mean;probability;quantitative_analysis;statistical_analysis;statistics;summary_statistics;trend_analysis;value_aggregation,mean;central_tendency;statistics,Numerical_Data,"Mean: 58, N=12",concept:mean,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:median,Concept,median,data_preprocessing,The middle value in a set of ordered data values.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, the median is 54.",Identify the median of a dataset.,Apply,15,STANDARD,4,DATA_PRE_PROCESSING_Not Available,business_intelligence;central_tendency;data_analysis;data_distribution;data_science;data_spread;descriptive_statistics;exploratory_data_analysis;mathematics;median;non_parametric_statistics;order_statistics;outlier_resistant;percentiles;quantitative_analysis;quartiles;robust_statistics;statistical_analysis;statistics;summary_statistics,median;central_tendency;statistics,Not Available,Not Available,concept:median,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:mode,Concept,mode,data_preprocessing,The value that occurs most frequently in the set.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, the modes are 52 and 70.",Determine the mode of a dataset.,Apply,15,STANDARD,4,DATA_PRE_PROCESSING_Not Available,business_intelligence;central_tendency;data_analysis;data_mining;data_patterns;data_science;data_trends;descriptive_statistics;exploratory_data_analysis;frequency_distribution;machine_learning;mathematics;mode;most_common_value;nominal_data;quantitative_analysis;statistical_analysis;statistics;summary_statistics;visualization,mode;central_tendency;statistics,Not Available,Not Available,concept:mode,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:midrange,Concept,midrange,data_preprocessing,The average of the largest and smallest values in the set.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, the midrange is 70.",Calculate the midrange of a dataset.,Apply,15,STANDARD,3,DATA_PRE_PROCESSING_Not Available,basic_statistics;business_intelligence;central_tendency;data_analysis;data_distribution;data_science;data_spread;descriptive_statistics;exploratory_data_analysis;mathematics;midrange;outlier_sensitive;quantitative_analysis;range_based_measure;simple_average;statistical_analysis;statistics;summary_statistics;trend_analysis;visualization,midrange;central_tendency;statistics,Not Available,Not Available,concept:midrange,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:range,Concept,range,data_preprocessing,The difference between the largest and smallest values.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, the range is 80.",Calculate the range of a dataset.,Apply,10,STANDARD,3,DATA_PRE_PROCESSING_Not Available,basic_statistics;business_intelligence;data_analysis;data_dispersion;data_science;data_spread;data_variability;descriptive_statistics;exploratory_data_analysis;machine_learning;mathematics;outlier_sensitive;probability;quantitative_analysis;range;statistical_analysis;statistics;summary_statistics;trend_analysis;visualization,range;data_dispersion;statistics,Not Available,Not Available,concept:range,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:quartiles,Concept,quartiles,data_preprocessing,Points that divide the data into four equal parts.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, Q1=48.25, Q3=66.75.",Identify quartiles in a dataset.,Apply,20,STANDARD,3,DATA_PRE_PROCESSING_Not Available,boxplot;business_intelligence;data_analysis;data_dispersion;data_distribution;data_science;data_spread;descriptive_statistics;exploratory_data_analysis;interquartile_range;mathematics;order_statistics;outlier_detection;percentiles;quantitative_analysis;quartiles;statistical_analysis;statistics;summary_statistics;visualization,quartiles;data_dispersion;statistics,Not Available,Not Available,concept:quartiles,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:interquartile_range,Concept,interquartile_range,data_preprocessing,The difference between the third and first quartiles.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, IQR=18.5.",Calculate the interquartile range of a dataset.,Apply,15,STANDARD,3,DATA_PRE_PROCESSING_concept:quartiles,boxplot;business_intelligence;data_analysis;data_dispersion;data_science;data_spread;data_variability;descriptive_statistics;exploratory_data_analysis;interquartile_range;mathematics;outlier_resistant;quantitative_analysis;robust_statistics;statistical_analysis;statistics;summary_statistics;trend_analysis;visualization;quartiles,interquartile_range;data_dispersion;statistics,Not Available,Not Available,concept:interquartile_range,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:variance,Concept,variance,data_preprocessing,A measure of how spread out the values are from the mean.,"For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, variance is approximately 379.17.",Calculate the variance of a dataset.,Apply,20,STANDARD,4,DATA_PRE_PROCESSING_concept:mean,business_intelligence;data_analysis;data_dispersion;data_science;data_spread;data_variability;descriptive_statistics;exploratory_data_analysis;finance;forecasting;machine_learning;mathematics;probability;quantitative_analysis;second_moment;standard_deviation;statistical_analysis;statistics;summary_statistics;variance,variance;data_dispersion;statistics,Numerical_Data,"Variance: 379.17, N=12",concept:variance,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:standard_deviation,Concept,standard_deviation,data_preprocessing,"The square root of the variance, indicating the spread of data.","For the salaries 30,36,47,50,52,52,56,60,63,70,70,110, standard deviation is approximately 19.47.",Calculate the standard deviation of a dataset.,Apply,15,STANDARD,4,DATA_PRE_PROCESSING_concept:variance,business_intelligence;data_analysis;data_dispersion;data_science;data_spread;data_variability;descriptive_statistics;dispersion_measure;exploratory_data_analysis;finance;forecasting;machine_learning;mathematics;probability;quantitative_analysis;standard_deviation;statistical_analysis;statistics;summary_statistics;trend_analysis,standard_deviation;data_dispersion;statistics,Numerical_Data,"Standard Deviation: 19.47, N=12",concept:standard_deviation,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:bar_chart,Concept,bar_chart,data_preprocessing,A graph that presents categorical data with rectangular bars proportional to the values they represent.,Not Available,Create and interpret bar charts.,Apply,20,STANDARD,3,DATA_PRE_PROCESSING_Not Available,bar_chart;business_intelligence;categorical_data;data_analysis;data_science;data_visualization;descriptive_statistics;exploratory_data_analysis;frequency_distribution;graphic_display;machine_learning;mathematics;quantitative_analysis;statistical_analysis;statistics;summary_statistics;trend_analysis;visual_summary;visualization;charts,bar_chart;data_visualization;statistics,Not Available,Not Available,concept:bar_chart,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:pie_chart,Concept,pie_chart,data_preprocessing,A circular statistical graphic divided into slices to illustrate numerical proportion.,Not Available,Create and interpret pie charts.,Apply,20,STANDARD,3,DATA_PRE_PROCESSING_Not Available,business_intelligence;categorical_data;charts;data_analysis;data_science;data_visualization;descriptive_statistics;exploratory_data_analysis;frequency_distribution;graphic_display;machine_learning;mathematics;pie_chart;proportions;quantitative_analysis;statistical_analysis;statistics;summary_statistics;trend_analysis;visual_summary,pie_chart;data_visualization;statistics,Not Available,Not Available,concept:pie_chart,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:line_chart,Concept,line_chart,data_preprocessing,A display of information as a series of data points connected by straight line segments.,Not Available,Create and interpret line charts.,Apply,20,STANDARD,3,DATA_PRE_PROCESSING_Not Available,business_intelligence;charts;data_analysis;data_science;data_visualization;descriptive_statistics;exploratory_data_analysis;forecasting;graphic_display;line_chart;machine_learning;mathematics;quantitative_analysis;series_data;statistical_analysis;statistics;summary_statistics;time_series;trend_analysis;visual_summary,line_chart;data_visualization;statistics,Not Available,Not Available,concept:line_chart,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:histogram,Concept,histogram,data_preprocessing,A graphical method for summarizing the distribution of a given attribute.,Figure 2.6 shows a histogram for unit price data.,Create and interpret histograms.,Apply,20,STANDARD,3,DATA_PRE_PROCESSING_Not Available,business_intelligence;data_analysis;data_distribution;data_science;data_visualization;descriptive_statistics;exploratory_data_analysis;frequency_distribution;graphic_display;histogram;machine_learning;mathematics;quantitative_analysis;statistical_analysis;statistics;summary_statistics;trend_analysis;visual_summary;visualization;charts,histogram;data_visualization;statistics,Not Available,Not Available,concept:histogram,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:scatter_plot,Concept,scatter_plot,data_preprocessing,A plot that determines if there appears to be a relationship between two numeric attributes.,Figure 2.7 shows a scatter plot for unit price data.,Create and interpret scatter plots.,Apply,20,STANDARD,3,DATA_PRE_PROCESSING_Not Available,business_intelligence;correlation;data_analysis;data_science;data_visualization;descriptive_statistics;exploratory_data_analysis;graphic_display;machine_learning;mathematics;quantitative_analysis;regression;relationship;scatter_plot;statistical_analysis;statistics;summary_statistics;trend_analysis;visual_summary;visualization,scatter_plot;data_visualization;statistics,Not Available,Not Available,concept:scatter_plot,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_cleaning,Concept,data_cleaning,data_preprocessing,"Techniques to fill in missing values, smooth out noise, and correct inconsistencies.","Methods include ignoring tuples, filling in missing values manually, using global constants.",Apply data cleaning techniques to improve data quality.,Apply,30,STANDARD,4,DATA_PRE_PROCESSING_Not Available,business_intelligence;data_analysis;data_cleaning;data_imputation;data_mining;data_munging;data_preparation;data_quality;data_science;data_validation;data_wrangling;exploratory_data_analysis;feature_engineering;machine_learning;missing_values;noisy_data;outlier_detection;statistical_analysis;statistics;visualization,data_cleaning;missing_values;noisy_data,Not Available,Not Available,concept:data_cleaning,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_integration,Concept,data_integration,data_preprocessing,Combining data from multiple sources into a coherent dataset.,"Addressing entity identification problems, redundancy, and tuple duplication.",Integrate data from different sources effectively.,Apply,30,STANDARD,4,DATA_PRE_PROCESSING_Not Available,business_intelligence;data_analysis;data_consolidation;data_fusion;data_integration;data_merging;data_mining;data_quality;data_science;data_warehousing;entity_identification;ETL;exploratory_data_analysis;feature_engineering;machine_learning;quantitative_analysis;redundancy;statistical_analysis;statistics;visualization,data_integration;data_fusion;data_merging,Not Available,Not Available,concept:data_integration,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_reduction,Concept,data_reduction,data_preprocessing,Reducing the volume but producing the same or similar analytical results.,"Techniques include wavelet transform, principal component analysis, attribute subset selection.",Apply data reduction techniques to simplify datasets.,Apply,30,STANDARD,4,DATA_PRE_PROCESSING_Not Available,attribute_subset_selection;business_intelligence;data_analysis;data_compression;data_mining;data_reduction;data_science;dimensionality_reduction;exploratory_data_analysis;feature_selection;machine_learning;mathematics;principal_component_analysis;quantitative_analysis;statistical_analysis;statistics;summary_statistics;visualization;wavelet_transform;big_data,data_reduction;dimensionality_reduction;feature_selection,Not Available,Not Available,concept:data_reduction,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:data_transformation,Concept,data_transformation,data_preprocessing,Transforming data into forms appropriate for mining.,"Methods include min-max normalization, z-score normalization.",Apply data transformation techniques to prepare data for analysis.,Apply,30,STANDARD,4,DATA_PRE_PROCESSING_Not Available,aggregation;business_intelligence;data_analysis;data_mining;data_normalization;data_preprocessing;data_science;data_transformation;discretization;exploratory_data_analysis;feature_engineering;machine_learning;mathematics;normalization;quantitative_analysis;smoothing;statistical_analysis;statistics;summary_statistics;visualization,data_transformation;normalization;feature_engineering,Not Available,Not Available,concept:data_transformation,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:skewed_data,Concept,skewed_data,data_preprocessing,Data distributions that are not symmetric.,Yearly income distribution.,Understand skewed data distributions.,Understand,15,STANDARD,3,DATA_PRE_PROCESSING_Not Available,asymmetry;business_intelligence;data_analysis;data_distribution;data_science;data_skewness;data_transformation;descriptive_statistics;exploratory_data_analysis;machine_learning;mathematics;probability;quantitative_analysis;skewed_data;statistical_analysis;statistics;summary_statistics;trend_analysis;visualization;normalization,skewed_data;data_distribution;statistics,Not Available,Not Available,concept:skewed_data,,,,,,,,
Data_Preprocessing_Lecture,DATA_PRE_PROCESSING_concept:skewed_data_normalization,Concept,skewed_data_normalization,data_preprocessing,Techniques to transform skewed data into a more symmetric distribution.,"Square root transformation, log transformation, Box-Cox transformation.",Apply normalization techniques to skewed data.,Apply,30,ADVANCED,3,DATA_PRE_PROCESSING_concept:skewed_data,box_cox_transformation;business_intelligence;data_analysis;data_distribution;data_normalization;data_science;data_transformation;descriptive_statistics;exploratory_data_analysis;log_transformation;machine_learning;mathematics;quantitative_analysis;skewed_data;skewed_data_normalization;square_root_transformation;statistical_analysis;statistics;summary_statistics;visualization,skewed_data_normalization;data_transformation;statistics,Not Available,Not Available,concept:skewed_data_normalization,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_topic:ethical_and_social_issues_in_information_systems,Topic,ethical_and_social_issues_in_information_systems,information_systems,"The study of ethical, social, and political issues raised by information systems.",Not Available,"Understand the ethical, social, and political issues raised by information systems.",Understand,60,STANDARD,5,ETHICAL_AND_SOCIAL_ISSUES_Not Available,accountability;computer_crime;data_protection;digital_divide;ethics;information_rights;information_systems;intellectual_property;internet_privacy;liability;mis;political_issues;privacy;property_rights;quality_of_life;social_change;social_issues;system_quality;technology_trends;ethical_dilemmas,ethics;information_systems;social_issues,Real_World_Application,Monitoring employee internet use,topic:ethical_and_social_issues_in_information_systems,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,Concept,ethics,information_systems,"Principles of right and wrong that individuals, acting as free moral agents, use to make choices to guide their behaviors.",Deciding whether to share personal data.,Understand the role of ethics in information systems.,Understand,15,STANDARD,5,ETHICAL_AND_SOCIAL_ISSUES_Not Available,behavior;choice;decision_making;ethics;ethical_decision;information_systems;mis;moral_agents;moral_principles;personal_data;principles;professional_conduct;responsibility;right_wrong;social_change;social_impact;technology;values;ethical_analysis;ethical_issues,ethics;moral_principles;decision_making,Real_World_Application,Evaluating business decisions at Wells Fargo,concept:ethics,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:information_rights_and_obligations,Concept,information_rights_and_obligations,information_systems,The rights and obligations of individuals and organizations with respect to information.,"Privacy rights, freedom of speech.",Understand information rights and obligations in the context of information systems.,Understand,30,STANDARD,4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,data_privacy;freedom_speech;information_rights;information_systems;internet_privacy;legal_protection;obligations;personal_data;privacy;privacy_laws;regulation;rights;security;social_issues;surveillance;technology;user_privacy;data_protection;fair_practices;gdpr,information_rights;obligations;privacy,Real_World_Application,Implementing GDPR compliance,concept:information_rights_and_obligations,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:property_rights_and_obligations,Concept,property_rights_and_obligations,information_systems,The rights and obligations related to ownership and use of tangible and intangible property.,Intellectual property rights.,Understand property rights and obligations in the digital age.,Understand,30,STANDARD,4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,copyright;digital_media;intellectual_property;internet;legal_rights;mis;obligations;ownership;patents;property_rights;technology;trademarks;trade_secret;data_ownership;dmca;innovation;legal_issues;property;rights;software,intellectual_property;property_rights;copyright,Real_World_Application,Protecting software patents,concept:property_rights_and_obligations,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:accountability_and_control,Concept,accountability_and_control,information_systems,Mechanisms for identifying responsible parties and ensuring control over actions.,Holding firms liable for system failures.,Understand accountability and control in information systems.,Understand,30,STANDARD,4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,accountability;control;due_process;information_systems;legal_system;liability;mis;regulation;responsibility;social_issues;system_failure;technology;business_ethics;compliance;corporate_responsibility;governance;law;oversight;system_quality;trust,accountability;control;responsibility,Real_World_Application,Assigning liability in software crashes,concept:accountability_and_control,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:system_quality,Concept,system_quality,information_systems,The quality and reliability of information systems.,Ensuring data accuracy in software.,Understand the impact of system quality on information systems.,Understand,30,STANDARD,4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,data_accuracy;data_quality;information_systems;mis;quality;reliability;software_bugs;system_errors;system_performance;technology;user_experience;business_impact;dependability;errors;maintenance;software;standards;system_design;system_quality;trust,data_quality;system_quality;reliability,Real_World_Application,Reducing software errors in banking systems,concept:system_quality,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:quality_of_life,Concept,quality_of_life,information_systems,The impact of information systems on societal well-being.,Digital divide affecting access.,Understand how information systems affect quality of life.,Understand,30,STANDARD,4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,access;computer_crime;digital_divide;equity;health_risks;information_systems;mis;quality_of_life;social_impact;social_issues;technology;well_being;boundaries;dependence;employment;privacy;rsI;spam;technostress;vulnerability,equity;quality_of_life;social_impact,Real_World_Application,Addressing the digital divide in education,concept:quality_of_life,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:privacy,Concept,privacy,information_systems,"Claim of individuals to be left alone, free from surveillance or interference from other individuals, organizations, or state; claim to be able to control information about yourself.",Protection of personal data online.,Understand the concept of privacy and its challenges in the digital age.,Understand,20,STANDARD,3,"ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,concept:information_rights_and_obligations",anonymity;confidentiality;cookies;cybersecurity;data_privacy;data_protection;gdpr;information_rights;internet_privacy;personal_data;privacy;privacy_laws;privacy_policies;privacy_rights;security;spyware;surveillance;technology;user_privacy;web_tracking,data_protection;privacy;surveillance,Real_World_Application,Managing personal data on social media,concept:privacy,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:intellectual_property,Concept,intellectual_property,information_systems,Tangible and intangible products of the mind created by individuals or corporations.,Software code protected by copyright.,Understand intellectual property challenges in the digital age.,Understand,20,STANDARD,3,"ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,concept:property_rights_and_obligations",copyright;creativity;digital_media;dmca;innovation;intellectual_property;internet;legal_protection;mis;patents;property_rights;software;technology;trademarks;trade_secret;data_ownership;ethics;legal_issues;ownership;rights,copyright;intellectual_property;property_rights,Real_World_Application,Protecting digital music files,concept:intellectual_property,,,,,,,,
MIS_Managing_Digital_Firm_Ch4,ETHICAL_AND_SOCIAL_ISSUES_concept:ethical_analysis,Concept,ethical_analysis,information_systems,A five-step process to evaluate ethical dilemmas.,Analyzing a privacy breach scenario.,Apply ethical analysis to information system dilemmas.,Apply,30,STANDARD,3,ETHICAL_AND_SOCIAL_ISSUES_concept:ethics,analysis;decision_making;dilemmas;ethical_analysis;ethical_decision;ethics;information_systems;mis;problem_solving;stakeholders;values;business_ethics;conflict;consequences;evaluation;morals;options;reasoning;social_impact;technology,ethical_analysis;ethics;decision_making,Detailed_Example,Applying the five-step process to a data breach,concept:ethical_analysis,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:database,Concept,database,Foundations of Business Intelligence,A group of related files.,Student Database,Understand the problems of managing data resources in a traditional file environment.,Understand,15,STANDARD,5,FOUNDATION_BI_Not Available,attribute;business_intelligence;data_hierarchy;data_integration;data_management;data_modeling;data_processing;data_quality;data_retrieval;data_security;data_storage;database;database_technology;entity;field;file_organization;information_management;information_systems;record;relational_model,database;data_management;information_systems,Real_World_Application,Used in various industries for storing and managing large amounts of structured data.,concept:database,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:dbms,Concept,dbms,Foundations of Business Intelligence,"Software that interfaces between applications and physical data files, separating logical and physical views of data.",SAP HANA,Understand the major capabilities of DBMS and why a relational DBMS is powerful.,Understand,20,STANDARD,4,FOUNDATION_BI_concept:database,backup_recovery;business_intelligence;concurrency_control;data_consistency;data_definition;data_manipulation;data_redundancy;data_security;data_sharing;database_design;database_management;dbms;entity_relationship;normalization;performance_tuning;query_language;relational_dbms;sql;transaction_management;view_separation,dbms;database_management;relational_dbms,Real_World_Application,Used by organizations to manage and analyze large volumes of data efficiently.,concept:dbms,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:relational_dbms,Concept,relational_dbms,Foundations of Business Intelligence,A type of DBMS that represents data as two-dimensional tables.,Figure 6.4 Relational Database Tables,Understand why a relational DBMS is powerful.,Understand,25,STANDARD,3,FOUNDATION_BI_concept:dbms,business_intelligence;data_integrity;data_mining;data_warehousing;database_design;entity_relationship;foreign_key;indexing;normalization;olap;primary_key;query_optimization;referential_integrity;relational_dbms;relational_model;rows_columns;sql;tables;transaction_processing;two_dimensional,relational_dbms;relational_model;sql,Real_World_Application,Widely used in enterprise applications for structured data management.,concept:relational_dbms,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:data_warehouse,Concept,data_warehouse,Business Intelligence Infrastructure,Stores current and historical data from many core operational transaction systems.,Charlotte Hornets Data Warehouse,Understand the principal tools for accessing information from databases.,Understand,30,ADVANCED,4,"FOUNDATION_BI_concept:database,concept:dbms",big_data;business_intelligence;data_analysis;data_consolidation;data_marts;data_mining;data_standardization;data_warehouse;database;decision_support;enterprise_data;historical_data;information_access;olap;operational_data;query_tools;reporting;transaction_systems;trend_analysis;warehouse_management,data_warehouse;business_intelligence;data_analysis,Real_World_Application,Used for enterprise-wide reporting and analysis.,concept:data_warehouse,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:data_mining,Concept,data_mining,Business Intelligence Infrastructure,The process of finding hidden patterns and relationships in datasets.,Customer buying patterns,Understand the principal tools for accessing information from databases.,Apply,30,ADVANCED,4,"FOUNDATION_BI_concept:database,concept:dbms",anomaly_detection;association_rules;big_data;business_intelligence;classification;clustering;data_mining;data_preprocessing;data_science;data_visualization;decision_support;feature_selection;knowledge_discovery;machine_learning;model_evaluation;pattern_recognition;predictive_analytics;regression;text_mining;web_mining,data_mining;pattern_recognition;machine_learning,Real_World_Application,Used in marketing to identify customer segments and predict buying behavior.,concept:data_mining,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:big_data,Concept,big_data,Business Intelligence Infrastructure,"Massive sets of unstructured/semi-structured data from web traffic, social media, sensors, and so on.",Petabytes of data from social media,Understand the principal tools for accessing information from databases.,Understand,25,ADVANCED,3,FOUNDATION_BI_concept:database,big_data;business_intelligence;data_analysis;data_management;data_mining;data_processing;data_science;data_storage;data_visualization;exabytes;hadoop;in_memory_computing;information_systems;patterns;petabytes;semi_structured;sensors;social_media;unstructured;web_traffic,big_data;data_analysis;data_management,Real_World_Application,Used to uncover trends in large-scale data from diverse sources.,concept:big_data,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:business_intelligence,Concept,business_intelligence,Business Intelligence Infrastructure,An array of tools for obtaining information from separate systems and from big data.,Contemporary Business Intelligence Infrastructure (Figure 6.13),Understand the tools and technologies for accessing information from databases.,Understand,20,STANDARD,4,"FOUNDATION_BI_concept:database,concept:dbms",big_data;business_intelligence;competitive_intelligence;dashboards;data_analytics;data_mining;data_visualization;data_warehouse;decision_support;descriptive_analytics;kpi;olap;operational_intelligence;performance_management;predictive_analytics;prescriptive_analytics;reporting;strategic_planning;tactical_intelligence;tools,business_intelligence;data_analytics;decision_support,Real_World_Application,Used by organizations to make data-driven decisions.,concept:business_intelligence,,,,,,,,
Foundations_of_Business_Intelligence_Databases_and_Information_Management,FOUNDATION_BI_concept:information_policy,Concept,information_policy,Managing Data Resources,"Firm's rules, procedures, roles for sharing, managing, standardizing data.",Data governance policies,Understand why information policy is essential for managing data resources.,Understand,20,STANDARD,3,FOUNDATION_BI_concept:database,data_administration;data_availability;data_governance;data_integrity;data_management;data_quality;data_security;data_sharing;data_standardization;database_administration;government_regulations;information_management;information_policy;information_systems;policy_development;procedure_management;regulatory_compliance;role_assignment;rules;usability,information_policy;data_management;data_governance,Real_World_Application,Ensures consistent and secure data management across an organization.,concept:information_policy,,,,,,,,
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:it_infrastructure,Concept,it_infrastructure,management_information_systems,"Set of physical devices and software required to operate an enterprise, including computing platforms, telecommunications, and data management.",IBM mainframe for banking and telecommunications networks.,Understand the components and evolution of IT infrastructure.,Understand,30,STANDARD,5,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_Not Available,business;computing;data_centers;data_management;digital_firm;enterprise;hardware;information_technology;infrastructure;it;management;mis;networking;physical_devices;service_platform;software;system_integration;technology;telecom;telecommunications,it_infrastructure;hardware;software;networking,Real_World_Application,Banking and telecommunications networks,concept:it_infrastructure,Reference,"Kerneth C. Laudon | Jane P. Laudon (2020). Management Information Systems: Managing the Digital Firm, Sixteenth Edition",,,,,,
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:cloud_computing,Concept,cloud_computing,emerging_technologies,"On-demand computing services obtained over a network, including Infrastructure as a Service (IaaS), Software as a Service (SaaS), and Platform as a Service (PaaS).",Amazon Web Services (AWS) providing scalable computing resources.,Understand the benefits and challenges of cloud computing.,Understand,45,ADVANCED,4,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:it_infrastructure,aws;business;cloud;cloud_computing;computing;data_storage;hybrid_cloud;iaas;infrastructure_as_a_service;internet;network;on_demand;paas;platform_as_a_service;saas;scalability;security;software_as_a_service;technology;web_services,cloud_computing;iaas;paas;saas,Real_World_Application,Businesses minimizing IT investments,concept:cloud_computing,Reference,"Kerneth C. Laudon | Jane P. Laudon (2020). Management Information Systems: Managing the Digital Firm, Sixteenth Edition",,,,,,
IT_Infrastructure_and_Emerging_Technologies,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_concept:moores_law,Concept,moores_law,technology_drivers,"Observation that computing power doubles approximately every two years, leading to exponential growth in processing capabilities.",The performance of microprocessors has increased while costs have decreased over time.,Understand the impact of Moore's Law on IT infrastructure evolution.,Understand,15,STANDARD,3,IT_INFRASTRUCTURE_AND_EMERGING_TECHNOLOGIES_Not Available,business;chips;computing_power;cost_reduction;digital_economy;exponential_growth;hardware;information_technology;innovation;microprocessors;moores_law;nanotechnology;performance;processing_speed;semiconductor;technology;technology_trends;time_series;transistors;trend_analysis,moores_law;computing_power;microprocessors,Numerical_Data,Computing power doubles every 2 years,concept:moores_law,Reference,"Kerneth C. Laudon | Jane P. Laudon (2020). Management Information Systems: Managing the Digital Firm, Sixteenth Edition",,,,,,
