Document_ID,Source_ID,Relationship_Type,Target_ID,Weight,Dependency
MSSQL-Basic-CRUD,CRUD_concept:sequences,REQUIRES,CRUD_concept:sql_insert,4,4
MSSQL-Basic-CRUD,CRUD_concept:sql_select,IS_SUBCONCEPT_OF,CRUD_concept:t_sql,3,3
MSSQL-Basic-CRUD,CRUD_concept:sql_insert,IS_SUBCONCEPT_OF,CRUD_concept:t_sql,3,3
MSSQL-Basic-CRUD,CRUD_concept:sql_update,IS_SUBCONCEPT_OF,CRUD_concept:t_sql,3,3
MSSQL-Basic-CRUD,CRUD_concept:sql_delete,IS_SUBCONCEPT_OF,CRUD_concept:t_sql,3,3
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:database_modeling,REQUIRES,DATA_DEFINITION_concept:data_types_in_sql_server,5,5
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:basic_sql_queries,REQUIRES,DATA_DEFINITION_lesson:database_modeling,4,4
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:table_customization,REQUIRES,DATA_DEFINITION_lesson:basic_sql_queries,4,4
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:deleting_data_and_structures,REQUIRES,DATA_DEFINITION_lesson:table_customization,3,3
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:database_modeling,NEXT,DATA_DEFINITION_lesson:basic_sql_queries,3,2
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:basic_sql_queries,NEXT,DATA_DEFINITION_lesson:table_customization,3,2
MSSQL-Data-Definition-And-Datatypes,DATA_DEFINITION_lesson:table_customization,NEXT,DATA_DEFINITION_lesson:deleting_data_and_structures,3,2
doc1,JOIN_concept:inner_join,IS_SUBCONCEPT_OF,JOIN_concept:joins,4,3
doc1,JOIN_concept:left_outer_join,IS_SUBCONCEPT_OF,JOIN_concept:joins,4,3
doc1,JOIN_concept:right_outer_join,IS_SUBCONCEPT_OF,JOIN_concept:joins,4,3
doc1,JOIN_concept:full_outer_join,IS_SUBCONCEPT_OF,JOIN_concept:joins,4,3
doc1,JOIN_concept:cross_join,IS_SUBCONCEPT_OF,JOIN_concept:joins,4,3
doc1,JOIN_concept:subqueries,REQUIRES,JOIN_concept:select_statement,5,5
doc1,JOIN_concept:cte,REQUIRES,JOIN_concept:subqueries,4,4
doc1,JOIN_concept:joins,NEXT,JOIN_concept:subqueries,3,2
doc1,JOIN_concept:subqueries,NEXT,JOIN_concept:cte,3,2
doc1,JOIN_concept:cte,NEXT,JOIN_concept:indices,3,2
MSSQL_Lecture_1,TRIG_TRAN_concept:user_defined_function,NEXT,TRIG_TRAN_concept:transaction,3,1
MSSQL_Lecture_1,TRIG_TRAN_concept:transaction,NEXT,TRIG_TRAN_concept:stored_procedure,3,1
MSSQL_Lecture_1,TRIG_TRAN_concept:stored_procedure,NEXT,TRIG_TRAN_concept:trigger,3,1
MSSQL_Lecture_1,TRIG_TRAN_concept:scalar_function,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:user_defined_function,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:table_valued_function,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:user_defined_function,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:aggregate_function,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:user_defined_function,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:acid_properties,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:transaction,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:atomicity,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:acid_properties,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:consistency,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:acid_properties,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:isolation,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:acid_properties,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:durability,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:acid_properties,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:trigger,SIMILAR_TO,TRIG_TRAN_concept:stored_procedure,2,1
MSSQL_Lecture_1,TRIG_TRAN_concept:user_defined_function,SIMILAR_TO,TRIG_TRAN_concept:stored_procedure,2,1
MSSQL_Lecture_1,TRIG_TRAN_concept:after_trigger,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:trigger,4,3
MSSQL_Lecture_1,TRIG_TRAN_concept:instead_of_trigger,IS_SUBCONCEPT_OF,TRIG_TRAN_concept:trigger,4,3
